filename,width,height,size_ratio_original,contour,center,diameter,area,order,idx_child,idx_parent,x,y
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,628,1272
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,625,1272
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,624,1271
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,624,1268
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,621,1268
isopods.jpg,2100,1400,1,2,"(591, 1282)",76,1132,parent,-1,-1,620,1267
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1519,1255
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1518,1256
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1516,1256
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1515,1257
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1514,1257
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1513,1258
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1512,1258
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1511,1259
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1509,1259
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1506,1262
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1504,1262
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1502,1264
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1501,1264
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1500,1265
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1499,1265
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1498,1266
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1497,1266
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1496,1267
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1494,1267
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1493,1268
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1491,1268
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1490,1269
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1488,1269
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1487,1270
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1485,1270
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1484,1271
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1483,1271
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1482,1272
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1480,1272
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1477,1275
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1476,1275
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1475,1276
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1474,1276
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1472,1278
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1471,1278
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1470,1279
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1468,1279
